,Documents
1980,326
1981,326
1982,376
1983,410
1984,510
1985,587
1986,616
1987,753
1988,834
1989,1043
1990,1124
1991,1216
1992,1394
1993,1694
1994,2032
1995,2744
1996,3752
1997,4597
1998,5202
1999,5861
2000,7217
2001,7818
2002,12548
2003,11445
2004,11609
2005,12336
2006,13240
2007,12857
2008,13971
2009,14867
2010,16377
2011,16765
2012,16974
2013,17703
2014,19305
2015,19479
2016,20470
2017,21621
2018,23107
2019,25529
2020,28661
2021,31310
2022,33994
2023,37434
2024,41167
