,Documents
1980,154
1981,161
1982,159
1983,168
1984,168
1985,208
1986,156
1987,224
1988,260
1989,243
1990,291
1991,187
1992,145
1993,130
1994,123
1995,96
1996,133
1997,205
1998,222
1999,250
2000,233
2001,216
2002,225
2003,235
2004,276
2005,325
2006,435
2007,356
2008,1817
2009,2083
2010,2100
2011,2175
2012,1876
2013,1996
2014,2140
2015,1840
2016,1403
2017,1501
2018,1818
2019,2644
2020,3037
2021,3429
2022,3554
2023,4136
2024,4500
