,Documents
1980,179
1981,184
1982,171
1983,170
1984,146
1985,187
1986,218
1987,248
1988,285
1989,317
1990,285
1991,141
1992,129
1993,129
1994,124
1995,89
1996,133
1997,74
1998,66
1999,146
2000,168
2001,129
2002,199
2003,178
2004,222
2005,687
2006,827
2007,981
2008,1386
2009,1912
2010,2400
2011,2546
2012,3456
2013,4454
2014,4536
2015,5071
2016,6401
2017,9000
2018,11993
2019,16395
2020,20033
2021,24721
2022,30946
2023,36581
2024,36633
