,Documents
1980,8.0
1981,
1982,1.0
1983,4.0
1984,2.0
1985,4.0
1986,5.0
1987,4.0
1988,5.0
1989,6.0
1990,5.0
1991,7.0
1992,5.0
1993,3.0
1994,3.0
1995,7.0
1996,9.0
1997,12.0
1998,11.0
1999,6.0
2000,12.0
2001,22.0
2002,12.0
2003,54.0
2004,72.0
2005,82.0
2006,100.0
2007,102.0
2008,127.0
2009,105.0
2010,81.0
2011,141.0
2012,128.0
2013,108.0
2014,92.0
2015,116.0
2016,109.0
2017,147.0
2018,189.0
2019,199.0
2020,344.0
2021,322.0
2022,338.0
2023,378.0
2024,487.0
