,Documents
1980,38
1981,36
1982,28
1983,29
1984,26
1985,31
1986,39
1987,46
1988,61
1989,61
1990,79
1991,83
1992,75
1993,113
1994,116
1995,105
1996,119
1997,106
1998,85
1999,108
2000,155
2001,127
2002,131
2003,184
2004,175
2005,207
2006,230
2007,214
2008,239
2009,253
2010,301
2011,281
2012,318
2013,344
2014,431
2015,404
2016,433
2017,507
2018,546
2019,574
2020,728
2021,729
2022,683
2023,766
2024,878
