,Documents
1980,2
1981,4
1982,11
1983,3
1984,8
1985,8
1986,7
1987,9
1988,16
1989,14
1990,22
1991,13
1992,15
1993,20
1994,26
1995,28
1996,45
1997,39
1998,63
1999,44
2000,59
2001,60
2002,80
2003,98
2004,127
2005,149
2006,172
2007,189
2008,252
2009,242
2010,249
2011,276
2012,348
2013,358
2014,327
2015,380
2016,460
2017,492
2018,479
2019,506
2020,553
2021,603
2022,641
2023,830
2024,748
