,Documents
1980,5
1981,10
1982,6
1983,11
1984,11
1985,9
1986,9
1987,28
1988,27
1989,32
1990,29
1991,35
1992,33
1993,31
1994,39
1995,26
1996,24
1997,11
1998,26
1999,36
2000,55
2001,61
2002,83
2003,94
2004,124
2005,140
2006,154
2007,156
2008,207
2009,225
2010,193
2011,228
2012,204
2013,240
2014,291
2015,279
2016,361
2017,371
2018,425
2019,545
2020,608
2021,695
2022,726
2023,739
2024,669
