,Documents
1980,8
1981,9
1982,15
1983,13
1984,12
1985,16
1986,19
1987,22
1988,17
1989,25
1990,26
1991,24
1992,27
1993,41
1994,44
1995,50
1996,59
1997,57
1998,77
1999,81
2000,94
2001,78
2002,84
2003,85
2004,121
2005,120
2006,183
2007,186
2008,179
2009,187
2010,228
2011,221
2012,227
2013,275
2014,341
2015,358
2016,348
2017,314
2018,329
2019,357
2020,332
2021,416
2022,399
2023,411
2024,371
