,Documents
1980,31
1981,28
1982,40
1983,42
1984,43
1985,41
1986,51
1987,73
1988,65
1989,121
1990,123
1991,123
1992,133
1993,150
1994,154
1995,130
1996,190
1997,175
1998,196
1999,209
2000,436
2001,416
2002,431
2003,531
2004,534
2005,606
2006,494
2007,692
2008,636
2009,620
2010,701
2011,842
2012,916
2013,1046
2014,1167
2015,1128
2016,1180
2017,1359
2018,1423
2019,1595
2020,2121
2021,2192
2022,2106
2023,2170
2024,1980
