,Documents
1980,169
1981,187
1982,110
1983,79
1984,107
1985,117
1986,82
1987,83
1988,114
1989,85
1990,172
1991,155
1992,224
1993,238
1994,236
1995,285
1996,346
1997,443
1998,430
1999,448
2000,534
2001,585
2002,693
2003,749
2004,846
2005,1017
2006,1138
2007,1142
2008,1404
2009,1427
2010,1780
2011,1936
2012,2066
2013,2229
2014,2500
2015,2805
2016,3189
2017,3186
2018,3401
2019,3678
2020,4429
2021,4610
2022,4004
2023,4488
2024,4749
