,Documents
1980,11
1981,13
1982,24
1983,13
1984,25
1985,33
1986,38
1987,35
1988,31
1989,31
1990,52
1991,71
1992,33
1993,58
1994,73
1995,72
1996,95
1997,99
1998,128
1999,132
2000,195
2001,182
2002,220
2003,221
2004,240
2005,303
2006,327
2007,354
2008,332
2009,356
2010,354
2011,497
2012,501
2013,621
2014,685
2015,659
2016,793
2017,868
2018,982
2019,1057
2020,1149
2021,1230
2022,1185
2023,1303
2024,1468
