,Documents
1980,4
1981,4
1982,5
1983,8
1984,4
1985,6
1986,7
1987,7
1988,12
1989,11
1990,21
1991,27
1992,28
1993,15
1994,19
1995,38
1996,39
1997,33
1998,44
1999,58
2000,55
2001,58
2002,65
2003,71
2004,74
2005,72
2006,95
2007,112
2008,124
2009,128
2010,171
2011,201
2012,194
2013,218
2014,252
2015,303
2016,298
2017,286
2018,370
2019,385
2020,489
2021,559
2022,565
2023,621
2024,764
