,Documents
1980,476
1981,419
1982,406
1983,489
1984,590
1985,591
1986,648
1987,791
1988,795
1989,939
1990,1199
1991,1336
1992,1407
1993,1481
1994,1552
1995,1697
1996,1733
1997,1741
1998,1935
1999,1977
2000,2248
2001,2268
2002,2860
2003,3070
2004,3542
2005,3646
2006,4361
2007,5293
2008,6982
2009,7906
2010,8283
2011,8990
2012,9495
2013,9477
2014,10091
2015,10273
2016,10976
2017,10714
2018,11636
2019,11374
2020,12105
2021,13079
2022,12491
2023,12576
2024,12212
