,Documents
1980,618
1981,1007
1982,932
1983,975
1984,818
1985,808
1986,1189
1987,1201
1988,968
1989,968
1990,926
1991,679
1992,700
1993,993
1994,954
1995,907
1996,1039
1997,1154
1998,1536
1999,1782
2000,1919
2001,2023
2002,2135
2003,2346
2004,2498
2005,2929
2006,3135
2007,3334
2008,3622
2009,4234
2010,4647
2011,4937
2012,5138
2013,5969
2014,6551
2015,7395
2016,7277
2017,7196
2018,8090
2019,7915
2020,8923
2021,8979
2022,4390
2023,4077
2024,3066
