,Documents
1980,296
1981,321
1982,248
1983,261
1984,307
1985,348
1986,376
1987,370
1988,488
1989,571
1990,692
1991,747
1992,924
1993,918
1994,1128
1995,1153
1996,1401
1997,1620
1998,1750
1999,1887
2000,2337
2001,2430
2002,3367
2003,3534
2004,3649
2005,3893
2006,4242
2007,4606
2008,5221
2009,5596
2010,5729
2011,6326
2012,6674
2013,7307
2014,7757
2015,8361
2016,8354
2017,8067
2018,8815
2019,9060
2020,10290
2021,10828
2022,10116
2023,10009
2024,10772
