,Documents
1980,4
1981,10
1982,10
1983,14
1984,8
1985,9
1986,13
1987,22
1988,28
1989,45
1990,48
1991,45
1992,36
1993,23
1994,27
1995,20
1996,24
1997,31
1998,25
1999,32
2000,31
2001,20
2002,19
2003,23
2004,19
2005,20
2006,25
2007,23
2008,37
2009,23
2010,19
2011,19
2012,32
2013,41
2014,75
2015,81
2016,62
2017,68
2018,60
2019,68
2020,82
2021,99
2022,63
2023,62
2024,73
