,Documents
1980,4
1981,6
1982,6
1983,6
1984,4
1985,5
1986,7
1987,16
1988,17
1989,27
1990,21
1991,14
1992,21
1993,7
1994,11
1995,12
1996,4
1997,12
1998,14
1999,11
2000,22
2001,35
2002,39
2003,29
2004,34
2005,35
2006,30
2007,40
2008,41
2009,32
2010,34
2011,55
2012,57
2013,53
2014,73
2015,50
2016,61
2017,73
2018,81
2019,88
2020,97
2021,95
2022,133
2023,160
2024,171
