,Documents
1980,167
1981,144
1982,156
1983,209
1984,204
1985,199
1986,247
1987,281
1988,356
1989,354
1990,417
1991,427
1992,452
1993,415
1994,441
1995,495
1996,586
1997,554
1998,577
1999,803
2000,1212
2001,1353
2002,1657
2003,1760
2004,1585
2005,1680
2006,1977
2007,2050
2008,2494
2009,2989
2010,3025
2011,3676
2012,4249
2013,4986
2014,5852
2015,6450
2016,7567
2017,8965
2018,11016
2019,15419
2020,21556
2021,21227
2022,21589
2023,23541
2024,25960
