,Documents
1980,24
1981,15
1982,30
1983,30
1984,32
1985,32
1986,53
1987,37
1988,45
1989,35
1990,66
1991,67
1992,74
1993,49
1994,50
1995,66
1996,81
1997,73
1998,100
1999,91
2000,112
2001,133
2002,160
2003,151
2004,152
2005,234
2006,249
2007,249
2008,258
2009,410
2010,431
2011,541
2012,504
2013,762
2014,852
2015,953
2016,1279
2017,1410
2018,1480
2019,1878
2020,2094
2021,2079
2022,2041
2023,2373
2024,2419
