,Documents
1980,464
1981,441
1982,550
1983,535
1984,558
1985,490
1986,528
1987,517
1988,522
1989,548
1990,664
1991,690
1992,732
1993,980
1994,975
1995,1010
1996,1127
1997,1311
1998,1401
1999,1819
2000,1927
2001,2191
2002,2708
2003,2577
2004,2633
2005,3172
2006,3696
2007,4006
2008,4333
2009,4489
2010,4312
2011,4266
2012,3788
2013,3884
2014,3835
2015,3691
2016,3744
2017,3627
2018,3351
2019,3180
2020,3964
2021,4106
2022,3600
2023,3913
2024,3586
