,Documents
1980,8
1981,10
1982,13
1983,13
1984,16
1985,18
1986,15
1987,28
1988,26
1989,35
1990,34
1991,32
1992,39
1993,20
1994,25
1995,15
1996,14
1997,24
1998,23
1999,23
2000,38
2001,23
2002,34
2003,35
2004,39
2005,35
2006,33
2007,44
2008,59
2009,108
2010,90
2011,111
2012,122
2013,151
2014,159
2015,120
2016,155
2017,251
2018,356
2019,377
2020,517
2021,777
2022,1100
2023,1217
2024,1241
