,Documents
1980,86
1981,86
1982,83
1983,106
1984,98
1985,89
1986,117
1987,119
1988,199
1989,196
1990,235
1991,238
1992,256
1993,273
1994,299
1995,288
1996,299
1997,340
1998,367
1999,377
2000,438
2001,485
2002,550
2003,582
2004,702
2005,732
2006,827
2007,853
2008,957
2009,922
2010,956
2011,1155
2012,1359
2013,1675
2014,1996
2015,2109
2016,2390
2017,2764
2018,3050
2019,3422
2020,4552
2021,4998
2022,5034
2023,5249
2024,4966
