,Documents
1980,14
1981,17
1982,10
1983,13
1984,14
1985,22
1986,21
1987,38
1988,59
1989,79
1990,82
1991,79
1992,84
1993,84
1994,123
1995,88
1996,80
1997,106
1998,113
1999,108
2000,135
2001,142
2002,129
2003,154
2004,187
2005,187
2006,227
2007,195
2008,226
2009,268
2010,277
2011,275
2012,269
2013,342
2014,383
2015,435
2016,412
2017,518
2018,514
2019,578
2020,580
2021,596
2022,643
2023,616
2024,714
