,Documents
1980,236
1981,238
1982,264
1983,258
1984,285
1985,272
1986,319
1987,377
1988,415
1989,373
1990,432
1991,519
1992,666
1993,638
1994,746
1995,704
1996,710
1997,799
1998,959
1999,1094
2000,1152
2001,1157
2002,1444
2003,1571
2004,1620
2005,1893
2006,2577
2007,2560
2008,2879
2009,2957
2010,3276
2011,3693
2012,4361
2013,5567
2014,9915
2015,6960
2016,7632
2017,8537
2018,9617
2019,11879
2020,14085
2021,17064
2022,16811
2023,18041
2024,16959
