,Documents
1980,194
1981,191
1982,211
1983,208
1984,199
1985,200
1986,207
1987,210
1988,245
1989,264
1990,303
1991,282
1992,300
1993,306
1994,341
1995,317
1996,322
1997,311
1998,327
1999,357
2000,645
2001,737
2002,766
2003,781
2004,874
2005,945
2006,1147
2007,1151
2008,1234
2009,1441
2010,1441
2011,1564
2012,1819
2013,1804
2014,2362
2015,2224
2016,2198
2017,2464
2018,2698
2019,3063
2020,3796
2021,4312
2022,5048
2023,5487
2024,6269
