,Documents
1980,281
1981,307
1982,311
1983,350
1984,340
1985,366
1986,357
1987,431
1988,444
1989,497
1990,574
1991,566
1992,554
1993,681
1994,674
1995,677
1996,764
1997,694
1998,683
1999,760
2000,1123
2001,1301
2002,1357
2003,1467
2004,1694
2005,1671
2006,1861
2007,1758
2008,2026
2009,2236
2010,2519
2011,2752
2012,3211
2013,3729
2014,4551
2015,4784
2016,5172
2017,5971
2018,6554
2019,7836
2020,8865
2021,9948
2022,10074
2023,10682
2024,10605
