,Documents
1980,11
1981,9
1982,6
1983,10
1984,16
1985,12
1986,16
1987,18
1988,24
1989,18
1990,22
1991,29
1992,25
1993,26
1994,37
1995,30
1996,28
1997,42
1998,41
1999,31
2000,49
2001,55
2002,52
2003,59
2004,72
2005,90
2006,99
2007,93
2008,97
2009,113
2010,125
2011,149
2012,205
2013,267
2014,376
2015,367
2016,422
2017,438
2018,481
2019,562
2020,685
2021,774
2022,748
2023,1044
2024,774
