,Documents
1980,201
1981,267
1982,371
1983,420
1984,519
1985,595
1986,681
1987,885
1988,1079
1989,1100
1990,1195
1991,1303
1992,1296
1993,1382
1994,1469
1995,1627
1996,1667
1997,1677
1998,1640
1999,1723
2000,1939
2001,1742
2002,2464
2003,2202
2004,2329
2005,2222
2006,2529
2007,2718
2008,3231
2009,4343
2010,6612
2011,9611
2012,12442
2013,15468
2014,18915
2015,21484
2016,22949
2017,24696
2018,27032
2019,32106
2020,44021
2021,54072
2022,63668
2023,67266
2024,76959
