,Documents
1980,
1981,3.0
1982,6.0
1983,
1984,6.0
1985,6.0
1986,12.0
1987,4.0
1988,6.0
1989,15.0
1990,5.0
1991,7.0
1992,7.0
1993,11.0
1994,13.0
1995,11.0
1996,12.0
1997,14.0
1998,14.0
1999,25.0
2000,45.0
2001,41.0
2002,48.0
2003,61.0
2004,83.0
2005,79.0
2006,89.0
2007,113.0
2008,128.0
2009,151.0
2010,161.0
2011,167.0
2012,214.0
2013,181.0
2014,193.0
2015,194.0
2016,267.0
2017,210.0
2018,188.0
2019,236.0
2020,296.0
2021,333.0
2022,349.0
2023,634.0
2024,500.0
