,Documents
1980,45
1981,62
1982,63
1983,59
1984,55
1985,58
1986,63
1987,58
1988,77
1989,67
1990,95
1991,82
1992,65
1993,84
1994,98
1995,103
1996,109
1997,121
1998,100
1999,108
2000,162
2001,214
2002,214
2003,210
2004,228
2005,250
2006,279
2007,351
2008,385
2009,418
2010,422
2011,468
2012,571
2013,626
2014,721
2015,766
2016,818
2017,935
2018,1004
2019,1057
2020,1423
2021,1491
2022,1416
2023,1534
2024,1777
