,Documents
1980,15
1981,31
1982,25
1983,44
1984,50
1985,68
1986,53
1987,62
1988,88
1989,72
1990,77
1991,121
1992,85
1993,103
1994,112
1995,110
1996,140
1997,167
1998,211
1999,211
2000,370
2001,329
2002,384
2003,327
2004,410
2005,499
2006,573
2007,574
2008,457
2009,501
2010,637
2011,526
2012,592
2013,681
2014,879
2015,909
2016,761
2017,656
2018,681
2019,736
2020,613
2021,710
2022,618
2023,121
2024,89
