,Documents
1980,147
1981,117
1982,128
1983,166
1984,195
1985,232
1986,270
1987,409
1988,530
1989,604
1990,569
1991,687
1992,844
1993,827
1994,937
1995,1042
1996,1149
1997,1143
1998,1395
1999,1533
2000,1800
2001,1819
2002,2025
2003,1954
2004,2156
2005,2368
2006,2661
2007,3046
2008,3062
2009,3460
2010,3752
2011,4730
2012,5442
2013,6567
2014,7792
2015,7500
2016,7850
2017,8882
2018,10048
2019,10560
2020,13981
2021,15014
2022,15781
2023,17558
2024,19198
