,Documents
1980,1172
1981,1362
1982,1354
1983,1469
1984,1592
1985,1786
1986,1867
1987,2213
1988,2408
1989,2938
1990,2945
1991,3309
1992,3362
1993,3609
1994,3836
1995,4710
1996,5086
1997,5557
1998,6153
1999,6116
2000,7059
2001,8118
2002,10913
2003,11346
2004,12105
2005,13923
2006,15953
2007,16223
2008,18080
2009,18026
2010,18629
2011,19420
2012,19527
2013,20744
2014,21914
2015,22260
2016,23662
2017,25223
2018,26188
2019,28757
2020,33290
2021,35499
2022,30525
2023,30759
2024,30668
