,Documents
1980,67
1981,52
1982,76
1983,84
1984,75
1985,64
1986,91
1987,112
1988,95
1989,110
1990,112
1991,111
1992,133
1993,140
1994,139
1995,178
1996,208
1997,187
1998,229
1999,232
2000,282
2001,353
2002,373
2003,443
2004,446
2005,495
2006,541
2007,625
2008,747
2009,851
2010,931
2011,1009
2012,1320
2013,1948
2014,2697
2015,3276
2016,3552
2017,4008
2018,5272
2019,6725
2020,8617
2021,10326
2022,11620
2023,13152
2024,14122
