,Documents
1980,86
1981,76
1982,87
1983,79
1984,94
1985,75
1986,66
1987,70
1988,91
1989,90
1990,116
1991,120
1992,110
1993,86
1994,82
1995,107
1996,99
1997,102
1998,125
1999,142
2000,154
2001,136
2002,164
2003,182
2004,248
2005,247
2006,338
2007,264
2008,287
2009,374
2010,392
2011,476
2012,601
2013,661
2014,806
2015,882
2016,806
2017,931
2018,1262
2019,1385
2020,1844
2021,2276
2022,2555
2023,3132
2024,3532
