,Documents
1980,23
1981,24
1982,35
1983,10
1984,11
1985,19
1986,29
1987,33
1988,24
1989,28
1990,28
1991,40
1992,32
1993,42
1994,58
1995,48
1996,57
1997,69
1998,62
1999,77
2000,127
2001,123
2002,139
2003,118
2004,172
2005,180
2006,210
2007,250
2008,294
2009,248
2010,300
2011,497
2012,420
2013,515
2014,630
2015,746
2016,820
2017,966
2018,964
2019,1099
2020,1143
2021,1119
2022,995
2023,1083
2024,1223
