,Documents
1980,27
1981,31
1982,40
1983,21
1984,30
1985,30
1986,42
1987,32
1988,43
1989,36
1990,50
1991,53
1992,55
1993,58
1994,64
1995,45
1996,74
1997,57
1998,90
1999,69
2000,89
2001,92
2002,94
2003,111
2004,125
2005,136
2006,157
2007,157
2008,220
2009,230
2010,409
2011,450
2012,573
2013,1172
2014,1330
2015,1469
2016,1238
2017,1058
2018,1163
2019,1087
2020,1337
2021,1705
2022,1675
2023,1982
2024,2087
