,Documents
1980,2.0
1981,
1982,2.0
1983,2.0
1984,1.0
1985,3.0
1986,2.0
1987,2.0
1988,4.0
1989,3.0
1990,7.0
1991,6.0
1992,12.0
1993,15.0
1994,19.0
1995,23.0
1996,31.0
1997,39.0
1998,29.0
1999,48.0
2000,42.0
2001,44.0
2002,105.0
2003,142.0
2004,202.0
2005,195.0
2006,227.0
2007,210.0
2008,221.0
2009,261.0
2010,300.0
2011,334.0
2012,465.0
2013,491.0
2014,597.0
2015,645.0
2016,645.0
2017,721.0
2018,881.0
2019,929.0
2020,1068.0
2021,1098.0
2022,1059.0
2023,1104.0
2024,1385.0
