,Documents
1980,309
1981,324
1982,347
1983,353
1984,367
1985,361
1986,390
1987,483
1988,604
1989,608
1990,795
1991,771
1992,750
1993,905
1994,996
1995,1131
1996,1151
1997,1187
1998,1299
1999,1489
2000,1830
2001,1827
2002,2624
2003,2796
2004,3717
2005,4077
2006,5472
2007,5704
2008,8538
2009,11352
2010,15539
2011,19697
2012,24312
2013,27332
2014,31820
2015,32361
2016,32461
2017,37000
2018,41167
2019,41660
2020,47906
2021,55450
2022,54832
2023,58758
2024,60898
