,Documents
1980,
1981,1.0
1982,1.0
1983,3.0
1984,3.0
1985,2.0
1986,2.0
1987,1.0
1988,1.0
1989,1.0
1990,1.0
1991,1.0
1992,1.0
1993,
1994,2.0
1995,3.0
1996,4.0
1997,2.0
1998,7.0
1999,3.0
2000,9.0
2001,10.0
2002,16.0
2003,19.0
2004,12.0
2005,20.0
2006,15.0
2007,25.0
2008,18.0
2009,14.0
2010,28.0
2011,18.0
2012,25.0
2013,24.0
2014,21.0
2015,30.0
2016,24.0
2017,25.0
2018,35.0
2019,40.0
2020,32.0
2021,42.0
2022,38.0
2023,38.0
2024,23.0
