,Documents
1980,4
1981,1
1982,7
1983,3
1984,6
1985,6
1986,7
1987,7
1988,8
1989,11
1990,6
1991,5
1992,8
1993,8
1994,5
1995,9
1996,8
1997,13
1998,7
1999,7
2000,10
2001,4
2002,3
2003,13
2004,13
2005,24
2006,19
2007,17
2008,19
2009,17
2010,26
2011,24
2012,23
2013,24
2014,18
2015,31
2016,39
2017,40
2018,56
2019,43
2020,36
2021,48
2022,53
2023,72
2024,68
