,Documents
1980,9
1981,4
1982,13
1983,10
1984,21
1985,20
1986,19
1987,25
1988,27
1989,40
1990,54
1991,46
1992,50
1993,60
1994,26
1995,42
1996,63
1997,84
1998,75
1999,82
2000,112
2001,114
2002,101
2003,112
2004,169
2005,189
2006,220
2007,218
2008,281
2009,317
2010,488
2011,643
2012,675
2013,915
2014,1029
2015,841
2016,918
2017,961
2018,1288
2019,1562
2020,2097
2021,2622
2022,2946
2023,3425
2024,3658
