,Documents
1980,1830
1981,1966
1982,1893
1983,2024
1984,2189
1985,2382
1986,2369
1987,3292
1988,3832
1989,4213
1990,4590
1991,4709
1992,5072
1993,5093
1994,5633
1995,6033
1996,6940
1997,7539
1998,8182
1999,8596
2000,9449
2001,9912
2002,11706
2003,12376
2004,13380
2005,14253
2006,15659
2007,16394
2008,18800
2009,20555
2010,21021
2011,22124
2012,22924
2013,24608
2014,25777
2015,26996
2016,28591
2017,28479
2018,30168
2019,31181
2020,35117
2021,36358
2022,34716
2023,34922
2024,35127
