,Documents
1980,58
1981,54
1982,33
1983,23
1984,35
1985,48
1986,51
1987,60
1988,26
1989,29
1990,30
1991,70
1992,42
1993,60
1994,46
1995,78
1996,57
1997,88
1998,70
1999,76
2000,73
2001,65
2002,80
2003,91
2004,101
2005,112
2006,105
2007,97
2008,126
2009,169
2010,174
2011,182
2012,425
2013,287
2014,343
2015,725
2016,346
2017,374
2018,487
2019,661
2020,740
2021,774
2022,782
2023,912
2024,906
