,Documents
1980,1.0
1981,1.0
1982,2.0
1983,1.0
1984,1.0
1985,1.0
1986,1.0
1987,
1988,1.0
1989,1.0
1990,2.0
1991,1.0
1992,3.0
1993,1.0
1994,2.0
1995,1.0
1996,2.0
1997,3.0
1998,2.0
1999,
2000,1.0
2001,3.0
2002,4.0
2003,1.0
2004,9.0
2005,4.0
2006,2.0
2007,4.0
2008,6.0
2009,6.0
2010,5.0
2011,7.0
2012,7.0
2013,8.0
2014,12.0
2015,18.0
2016,14.0
2017,13.0
2018,21.0
2019,10.0
2020,16.0
2021,8.0
2022,26.0
2023,22.0
2024,17.0
