,Documents
1980,5.0
1981,8.0
1982,2.0
1983,
1984,5.0
1985,3.0
1986,3.0
1987,5.0
1988,12.0
1989,5.0
1990,14.0
1991,6.0
1992,6.0
1993,12.0
1994,12.0
1995,11.0
1996,12.0
1997,18.0
1998,19.0
1999,21.0
2000,29.0
2001,28.0
2002,41.0
2003,33.0
2004,67.0
2005,42.0
2006,64.0
2007,62.0
2008,38.0
2009,54.0
2010,83.0
2011,111.0
2012,130.0
2013,149.0
2014,161.0
2015,173.0
2016,180.0
2017,167.0
2018,180.0
2019,149.0
2020,186.0
2021,211.0
2022,182.0
2023,217.0
2024,208.0
