,Documents
1980,43
1981,51
1982,67
1983,68
1984,72
1985,70
1986,69
1987,69
1988,86
1989,109
1990,150
1991,127
1992,135
1993,173
1994,176
1995,210
1996,212
1997,215
1998,268
1999,306
2000,312
2001,452
2002,517
2003,540
2004,707
2005,870
2006,1144
2007,1322
2008,1522
2009,1877
2010,2126
2011,2474
2012,2927
2013,3560
2014,3829
2015,4004
2016,3902
2017,4189
2018,4267
2019,3815
2020,3659
2021,3836
2022,3332
2023,3737
2024,3817
