,Documents
1980,11
1981,8
1982,4
1983,16
1984,6
1985,27
1986,29
1987,19
1988,42
1989,43
1990,17
1991,21
1992,29
1993,27
1994,43
1995,38
1996,55
1997,41
1998,62
1999,72
2000,97
2001,98
2002,149
2003,163
2004,187
2005,214
2006,224
2007,275
2008,305
2009,323
2010,464
2011,499
2012,641
2013,751
2014,839
2015,862
2016,918
2017,1174
2018,1243
2019,1470
2020,1769
2021,2025
2022,2333
2023,2693
2024,2681
