,Documents
1980,8
1981,6
1982,6
1983,9
1984,12
1985,19
1986,16
1987,28
1988,34
1989,37
1990,47
1991,34
1992,40
1993,47
1994,68
1995,49
1996,58
1997,41
1998,46
1999,68
2000,53
2001,56
2002,64
2003,66
2004,67
2005,41
2006,56
2007,59
2008,57
2009,58
2010,57
2011,68
2012,80
2013,74
2014,103
2015,104
2016,118
2017,129
2018,157
2019,156
2020,138
2021,202
2022,178
2023,208
2024,172
