,Documents
1980,592
1981,709
1982,866
1983,945
1984,1261
1985,1512
1986,1914
1987,2334
1988,2808
1989,3461
1990,4619
1991,5521
1992,6573
1993,7238
1994,8030
1995,8398
1996,9770
1997,10300
1998,11157
1999,12787
2000,15378
2001,17862
2002,26518
2003,25359
2004,26133
2005,30004
2006,34006
2007,33880
2008,37140
2009,38871
2010,42568
2011,44577
2012,44864
2013,45758
2014,45613
2015,42887
2016,40637
2017,39730
2018,39877
2019,42156
2020,45167
2021,48553
2022,49682
2023,46837
2024,47226
