,Documents
1980,19
1981,17
1982,12
1983,21
1984,22
1985,24
1986,29
1987,46
1988,32
1989,24
1990,35
1991,39
1992,36
1993,49
1994,39
1995,49
1996,44
1997,51
1998,49
1999,71
2000,77
2001,77
2002,87
2003,96
2004,105
2005,85
2006,97
2007,125
2008,111
2009,107
2010,125
2011,140
2012,141
2013,149
2014,153
2015,183
2016,182
2017,167
2018,187
2019,244
2020,242
2021,293
2022,335
2023,346
2024,364
