,Documents
1980,
1981,
1982,
1983,
1984,
1985,1.0
1986,
1987,2.0
1988,
1989,
1990,1.0
1991,1.0
1992,
1993,
1994,
1995,2.0
1996,2.0
1997,3.0
1998,
1999,1.0
2000,
2001,1.0
2002,1.0
2003,
2004,1.0
2005,1.0
2006,1.0
2007,2.0
2008,
2009,2.0
2010,3.0
2011,3.0
2012,3.0
2013,4.0
2014,7.0
2015,9.0
2016,9.0
2017,18.0
2018,14.0
2019,15.0
2020,19.0
2021,27.0
2022,33.0
2023,37.0
2024,38.0
