,Documents
1980,
1981,
1982,2.0
1983,
1984,
1985,1.0
1986,
1987,1.0
1988,11.0
1989,3.0
1990,10.0
1991,4.0
1992,5.0
1993,3.0
1994,2.0
1995,3.0
1996,6.0
1997,7.0
1998,3.0
1999,1.0
2000,14.0
2001,16.0
2002,10.0
2003,11.0
2004,10.0
2005,13.0
2006,11.0
2007,19.0
2008,17.0
2009,26.0
2010,19.0
2011,27.0
2012,35.0
2013,30.0
2014,40.0
2015,28.0
2016,28.0
2017,23.0
2018,31.0
2019,28.0
2020,53.0
2021,52.0
2022,62.0
2023,77.0
2024,73.0
