,Documents
1980,1
1981,1
1982,2
1983,3
1984,5
1985,3
1986,11
1987,3
1988,6
1989,4
1990,7
1991,6
1992,6
1993,1
1994,8
1995,4
1996,3
1997,4
1998,3
1999,8
2000,11
2001,2
2002,10
2003,9
2004,13
2005,3
2006,10
2007,9
2008,11
2009,15
2010,18
2011,8
2012,20
2013,13
2014,19
2015,24
2016,41
2017,52
2018,42
2019,54
2020,80
2021,77
2022,74
2023,74
2024,97
