,Documents
1980,62
1981,79
1982,95
1983,76
1984,117
1985,71
1986,86
1987,102
1988,124
1989,125
1990,130
1991,118
1992,138
1993,183
1994,191
1995,230
1996,199
1997,272
1998,265
1999,220
2000,275
2001,271
2002,290
2003,376
2004,409
2005,476
2006,436
2007,470
2008,521
2009,665
2010,686
2011,664
2012,831
2013,1036
2014,1262
2015,1375
2016,1502
2017,1653
2018,1874
2019,1964
2020,2201
2021,2536
2022,2442
2023,2426
2024,2106
