,Documents
1980,16
1981,22
1982,12
1983,29
1984,24
1985,23
1986,23
1987,51
1988,48
1989,60
1990,50
1991,64
1992,59
1993,73
1994,68
1995,57
1996,69
1997,79
1998,69
1999,93
2000,90
2001,86
2002,79
2003,107
2004,97
2005,104
2006,120
2007,122
2008,151
2009,133
2010,146
2011,146
2012,168
2013,176
2014,212
2015,186
2016,202
2017,232
2018,211
2019,274
2020,424
2021,485
2022,439
2023,485
2024,549
