,Documents
1980,5
1981,9
1982,7
1983,9
1984,8
1985,8
1986,7
1987,16
1988,21
1989,21
1990,47
1991,29
1992,34
1993,38
1994,21
1995,30
1996,29
1997,29
1998,38
1999,47
2000,45
2001,50
2002,52
2003,54
2004,64
2005,66
2006,65
2007,92
2008,83
2009,93
2010,94
2011,101
2012,96
2013,98
2014,135
2015,148
2016,123
2017,125
2018,133
2019,134
2020,157
2021,179
2022,213
2023,307
2024,229
