,Documents
1980,214
1981,184
1982,199
1983,180
1984,210
1985,196
1986,224
1987,225
1988,246
1989,289
1990,319
1991,394
1992,446
1993,498
1994,444
1995,499
1996,536
1997,620
1998,608
1999,634
2000,681
2001,777
2002,855
2003,962
2004,971
2005,1175
2006,1291
2007,1441
2008,1677
2009,1844
2010,2060
2011,2401
2012,2739
2013,2767
2014,3221
2015,3858
2016,3258
2017,3714
2018,3779
2019,4251
2020,4419
2021,4880
2022,4735
2023,5021
2024,4607
