,Documents
1980,8
1981,4
1982,2
1983,12
1984,8
1985,16
1986,21
1987,23
1988,25
1989,22
1990,20
1991,16
1992,23
1993,31
1994,22
1995,25
1996,26
1997,23
1998,22
1999,14
2000,107
2001,149
2002,119
2003,121
2004,142
2005,133
2006,147
2007,183
2008,171
2009,224
2010,233
2011,287
2012,381
2013,398
2014,604
2015,616
2016,510
2017,603
2018,752
2019,908
2020,1283
2021,1524
2022,1604
2023,1858
2024,2552
