,Documents
1980,3
1981,1
1982,1
1983,1
1984,3
1985,1
1986,8
1987,2
1988,2
1989,1
1990,3
1991,2
1992,5
1993,2
1994,2
1995,1
1996,7
1997,8
1998,6
1999,5
2000,7
2001,6
2002,6
2003,5
2004,7
2005,12
2006,11
2007,15
2008,22
2009,12
2010,14
2011,27
2012,42
2013,54
2014,38
2015,50
2016,61
2017,56
2018,57
2019,68
2020,63
2021,82
2022,61
2023,59
2024,71
