,Documents
1980,310
1981,322
1982,281
1983,300
1984,299
1985,291
1986,287
1987,321
1988,342
1989,327
1990,334
1991,330
1992,322
1993,281
1994,310
1995,305
1996,300
1997,350
1998,365
1999,367
2000,673
2001,635
2002,624
2003,684
2004,797
2005,861
2006,1007
2007,1062
2008,1127
2009,1388
2010,1519
2011,1723
2012,2056
2013,2638
2014,3219
2015,3461
2016,3764
2017,4182
2018,4801
2019,6981
2020,7800
2021,8345
2022,9611
2023,9414
2024,10076
