,Documents
1980,
1981,5.0
1982,1.0
1983,1.0
1984,3.0
1985,
1986,4.0
1987,8.0
1988,1.0
1989,2.0
1990,10.0
1991,3.0
1992,2.0
1993,
1994,4.0
1995,4.0
1996,4.0
1997,2.0
1998,8.0
1999,3.0
2000,12.0
2001,6.0
2002,22.0
2003,6.0
2004,17.0
2005,12.0
2006,9.0
2007,11.0
2008,15.0
2009,13.0
2010,23.0
2011,15.0
2012,23.0
2013,20.0
2014,40.0
2015,34.0
2016,23.0
2017,44.0
2018,50.0
2019,27.0
2020,28.0
2021,38.0
2022,46.0
2023,45.0
2024,21.0
