,Documents
1980,29
1981,24
1982,51
1983,49
1984,49
1985,35
1986,44
1987,48
1988,48
1989,55
1990,62
1991,57
1992,85
1993,83
1994,72
1995,101
1996,94
1997,82
1998,114
1999,109
2000,118
2001,147
2002,171
2003,173
2004,176
2005,228
2006,212
2007,290
2008,279
2009,424
2010,475
2011,442
2012,441
2013,422
2014,512
2015,422
2016,512
2017,516
2018,549
2019,548
2020,690
2021,723
2022,655
2023,696
2024,653
