,Documents
1980,
1981,1.0
1982,
1983,1.0
1984,
1985,5.0
1986,
1987,2.0
1988,3.0
1989,1.0
1990,4.0
1991,2.0
1992,2.0
1993,1.0
1994,2.0
1995,3.0
1996,4.0
1997,4.0
1998,5.0
1999,4.0
2000,3.0
2001,5.0
2002,6.0
2003,5.0
2004,6.0
2005,4.0
2006,7.0
2007,9.0
2008,12.0
2009,13.0
2010,14.0
2011,17.0
2012,27.0
2013,23.0
2014,26.0
2015,40.0
2016,61.0
2017,47.0
2018,50.0
2019,30.0
2020,41.0
2021,40.0
2022,43.0
2023,45.0
2024,34.0
